,,,,,,,,,,,,,,,index,trial_id,registry,registration_date,start_date,retrospective_registration,sponsor,recruitment_status,phase,study_type,countries,title,acronym,study_category,intervention,intervention_list,enrollment,primary_completion_date,full_completion_date,registy_url,results_type,results_published_date,results_url,last_updated,cross_registration
4666,NCT04323800,ClinicalTrials.gov,24.03.2020,10.06.2020,FALSE,Johns,Hopkins,University,Recruiting,Phase,2,Interventional,United,States,Convalescent,Plasma,to,Stem,Coronavirus,(CSSC-001),CSSC-001,ATMP,Plasma,Plasma,500,31.12.2022,23.01.2020,https://clinicaltrials.gov/show/NCT04323800,No,Results,No,Results,No,Results,2.11.2020,None,,,
4669,NCT04334629,ClinicalTrials.gov,2.04.2020,26.05.2020,FALSE,King's,College,London,Recruiting,Phase,4,Interventional,United,Kingdom,LIBERATE,Trial,in,COVID-19,LIBERATE,Drug,Ibuprofen,Ibuprofen,230,25.05.2021,25.09.2021,https://clinicaltrials.gov/show/NCT04334629,No,Results,No,Results,No,Results,2.11.2020,None,,,,,
4687,NCT04372602,ClinicalTrials.gov,30.04.2020,12.10.2020,FALSE,Washington,University,in,St.,Louis,Recruiting,Phase,2,Interventional,United,States,Duvelisib,to,Combat,COVID-19,,Drug,Duvelisib,Duvelisib,28,30.11.2021,30.04.2022,https://clinicaltrials.gov/show/NCT04372602,No,Results,No,Results,No,Results,2.11.2020,None,,,
4689,NCT04373109,ClinicalTrials.gov,16.04.2020,16.04.2020,FALSE,Jeremia,Held,Not,Recruiting,Not,Applicable,Observational,Switzerland,Stroke,Rehabilitation,Outcome,During,COVID-19,Lockdown,SROCL,Clinical,Presentation,No,Intervention,No,Intervention,36,12.10.2020,12.10.2020,https://clinicaltrials.gov/show/NCT04373109,No,Results,No,Results,No,Results,2.11.2020,None,
4690,NCT04373460,ClinicalTrials.gov,30.04.2020,3.06.2020,FALSE,Johns,Hopkins,University,Recruiting,Phase,2,Interventional,United,States,Convalescent,Plasma,to,Limit,SARS-CoV-2,Associated,Complications,CSSC-004,ATMP,Plasma,Plasma,1344,21.12.2022,31.01.2023,https://clinicaltrials.gov/show/NCT04373460,No,Results,No,Results,No,Results,2.11.2020,None,,
4694,NCT04386265,ClinicalTrials.gov,11.05.2020,15.04.2020,TRUE,SerenaGroup,,Inc.,Recruiting,Not,Applicable,Observational,United,States,,Poland,Compassionate,Use,of,Hyperbaric,Oxygen,Therapy,,Drug,Oxygen,Oxygen,100,11.05.2022,11.05.2022,https://clinicaltrials.gov/show/NCT04386265,No,Results,No,Results,No,Results,2.11.2020,None,
4700,NCT04402944,ClinicalTrials.gov,12.05.2020,5.07.2020,FALSE,Boston,Children's,Hospital,Recruiting,Phase,2,Interventional,United,States,Pulmozyme,to,Improve,COVID-19,ARDS,Outcomes,,Drug,Dornase,alfa,Dornase,alfa,60,31.05.2021,31.12.2021,https://clinicaltrials.gov/show/NCT04402944,No,Results,No,Results,No,Results,2.11.2020,None,
4706,NCT04410328,ClinicalTrials.gov,28.05.2020,21.10.2020,FALSE,Rutgers,University,Recruiting,Phase,3,Interventional,United,States,Aggrenox,To,Treat,Acute,Covid-19,ATTAC-19,Drug,Dipyridamole,Dipyridamole,132,15.03.2021,15.12.2021,https://clinicaltrials.gov/show/NCT04410328,No,Results,No,Results,No,Results,2.11.2020,None,,,,,
4707,NCT04412785,ClinicalTrials.gov,1.06.2020,30.06.2020,FALSE,University,of,Pennsylvania,Recruiting,Phase,1,Interventional,United,States,Cyclosporine,in,Patients,With,Moderate,COVID-19,,Drug,Cyclosporine,Cyclosporine,20,21.04.2020,21.12.2020,https://clinicaltrials.gov/show/NCT04412785,No,Results,No,Results,No,Results,2.11.2020,None,,,
4711,NCT04418284,ClinicalTrials.gov,3.06.2020,5.06.2020,FALSE,South,Valley,University,Recruiting,Not,Applicable,Observational,Egypt,Online,Learning,of,Veterinary,Anatomy,During,COVID-19,Pandemic,,Other,No,Intervention,No,Intervention,400,5.11.2020,5.11.2020,https://clinicaltrials.gov/show/NCT04418284,No,Results,No,Results,No,Results,2.11.2020,None
4713,NCT04420676,ClinicalTrials.gov,4.06.2020,24.09.2020,FALSE,Medical,University,of,Graz,Recruiting,Not,Applicable,Interventional,Austria,Synbiotic,Therapy,of,Gastrointestinal,Symptoms,During,Covid-19,Infection,SynCov,Supplement,Probiotics,Probiotics,108,21.12.2020,22.12.2020,https://clinicaltrials.gov/show/NCT04420676,No,Results,No,Results,No,Results,2.11.2020,None,
4722,NCT04448119,ClinicalTrials.gov,24.06.2020,16.10.2020,FALSE,Appili,Therapeutics,Inc.,Recruiting,Phase,2,Interventional,Canada,Control,of,COVID-19,Outbreaks,in,Long,Term,Care,,Drug,Favipiravir,Favipiravir,760,21.03.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04448119,No,Results,No,Results,No,Results,2.11.2020,None,,
4734,NCT04462757,ClinicalTrials.gov,12.06.2020,28.05.2020,TRUE,University,of,Manchester,Not,Recruiting,Phase,2,Interventional,United,Kingdom,SCIL-1Ra,in,COVID-19,Feasibility,&,PK/PD,SCIL_COV19,Drug,Anakinra,Anakinra,5,31.08.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04462757,No,Results,No,Results,No,Results,2.11.2020,None,,
4737,NCT04482699,ClinicalTrials.gov,20.07.2020,30.11.2020,FALSE,Rapa,Therapeutics,LLC,Not,Recruiting,Phase,1/Phase,2,Interventional,United,States,RAPA-501-Allo,Off-the-Shelf,Therapy,of,COVID-19,,ATMP,Cells,(Allogeneic),Cells,(Allogeneic),88,30.12.2021,1.06.2022,https://clinicaltrials.gov/show/NCT04482699,No,Results,No,Results,No,Results,2.11.2020,None
4742,NCT04501458,ClinicalTrials.gov,5.08.2020,18.05.2020,TRUE,Surgical,Systems,Research,Group,Recruiting,Not,Applicable,Interventional,Kenya,Western,Kenya,Integrated,COVID-19,Response,,Health,System,Health,System,Health,System,200000,19.12.2020,19.12.2020,https://clinicaltrials.gov/show/NCT04501458,No,Results,No,Results,No,Results,2.11.2020,None,
4744,NCT04507230,ClinicalTrials.gov,7.08.2020,7.08.2020,FALSE,Assiut,University,Recruiting,Not,Applicable,Observational,Egypt,COVID-19,Associated,Coagulopathy,in,Egypt,,Clinical,Presentation,No,Intervention,No,Intervention,150,31.10.2020,31.10.2020,https://clinicaltrials.gov/show/NCT04507230,No,Results,No,Results,No,Results,2.11.2020,None,,,
4746,NCT04508712,ClinicalTrials.gov,8.08.2020,10.08.2020,FALSE,RenJi,Hospital,Recruiting,Not,Applicable,Observational,China,Long-term,Outcomes,in,Patients,With,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,900,31.08.2021,31.08.2021,https://clinicaltrials.gov/show/NCT04508712,No,Results,No,Results,No,Results,2.11.2020,None,,
4754,NCT04535674,ClinicalTrials.gov,31.08.2020,9.10.2020,FALSE,Apogenix,AG,Recruiting,Phase,2,Interventional,Spain,,Russian,Federation,Asunercept,in,Patients,With,Severe,COVID-19,ASUNCTIS,Drug,Asunercept,Asunercept,400,21.02.2020,21.05.2020,https://clinicaltrials.gov/show/NCT04535674,No,Results,No,Results,No,Results,2.11.2020,None,,
4760,NCT04558125,ClinicalTrials.gov,19.09.2020,8.09.2020,TRUE,Cedars-Sinai,Medical,Center,Not,Recruiting,Phase,4,Interventional,United,States,Low-Dose,Tenecteplase,in,Covid-19,Diagnosed,With,Pulmonary,Embolism,,Drug,Tenecteplase,Tenecteplase,45,31.12.2021,30.06.2022,https://clinicaltrials.gov/show/NCT04558125,No,Results,No,Results,No,Results,2.11.2020,None
4770,NCT04590053,ClinicalTrials.gov,15.10.2020,20.10.2020,FALSE,Hadassah,Medical,Organization,Recruiting,Phase,2,Interventional,Israel,Allocetra-OTS,in,COVID-19,,Phase,II,,Drug,Allocetra-OTS,Allocetra-OTS,24,21.02.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04590053,No,Results,No,Results,No,Results,2.11.2020,None,,,,
4773,NCT04593069,ClinicalTrials.gov,12.10.2020,7.10.2020,TRUE,East,Limburg,Hospital,Recruiting,Not,Applicable,Interventional,Belgium,The,COGCOV,Study,in,ICU,Patients,COGCOV,Clinical,Presentation,No,Intervention,No,Intervention,60,28.02.2021,28.02.2021,https://clinicaltrials.gov/show/NCT04593069,No,Results,No,Results,No,Results,2.11.2020,None,
4781,NCT04594668,ClinicalTrials.gov,7.10.2020,24.04.2020,TRUE,Aarhus,University,Recruiting,Phase,2,Interventional,Denmark,Senicapoc,in,COVID-19,Patients,With,Severe,Respiratory,Insufficiency,COVIPOC,Drug,Senicapoc,Senicapoc,46,24.04.2021,31.12.2021,https://clinicaltrials.gov/show/NCT04594668,No,Results,No,Results,No,Results,2.11.2020,None,,,
4784,NCT04595110,ClinicalTrials.gov,14.09.2020,25.03.2020,TRUE,Anna,Falanga,Recruiting,Not,Applicable,Observational,Italy,Hemostatic,Profile,in,Patients,Affected,by,COVID-19,EMO-COVID,Clinical,Presentation,No,Intervention,No,Intervention,400,25.04.2021,10.05.2021,https://clinicaltrials.gov/show/NCT04595110,No,Results,No,Results,No,Results,2.11.2020,None,
4787,NCT04595240,ClinicalTrials.gov,14.10.2020,1.05.2020,TRUE,Assiut,University,Not,Recruiting,Not,Applicable,Observational,Egypt,Semen,Analysis,Changes,in,Covid-19,Positivepatients,,Clinical,Presentation,No,Intervention,No,Intervention,100,15.10.2020,15.10.2020,https://clinicaltrials.gov/show/NCT04595240,No,Results,No,Results,No,Results,2.11.2020,None,
4788,NCT04596098,ClinicalTrials.gov,30.07.2020,30.04.2020,TRUE,University,Hospital,,Grenoble,Recruiting,Not,Applicable,Observational,France,Immune,Responses,to,COVID-19,,,,,,,,,,,,,,,,,,,,,
4803,NCT04600440,ClinicalTrials.gov,20.10.2020,25.04.2020,TRUE,Skåne,University,Hospital,Recruiting,Not,Applicable,Interventional,Sweden,Convalescent,Plasma,in,the,Treatment,of,Covid-19,COP20,ATMP,Plasma,Plasma,100,31.12.2021,28.02.2022,https://clinicaltrials.gov/show/NCT04600440,No,Results,No,Results,No,Results,2.11.2020,None,,,
4805,NCT04600895,ClinicalTrials.gov,15.09.2020,1.11.2020,FALSE,Appili,Therapeutics,Inc.,Not,Recruiting,Phase,3,Interventional,No,Country,Given,The,Prevent,Severe,COVID-19,(PRESECO),Study,PRESECO,Drug,Favipiravir,Favipiravir,826,21.08.2020,21.10.2020,https://clinicaltrials.gov/show/NCT04600895,No,Results,No,Results,No,Results,2.11.2020,None,
4806,NCT04600999,ClinicalTrials.gov,8.10.2020,7.10.2020,TRUE,University,of,Pecs,Recruiting,Phase,3,Interventional,Hungary,Clinical,Trial,of,Favipiravir,Treatment,of,Patients,With,COVID-19,,Drug,Favipiravir,Favipiravir,150,21.06.2020,21.06.2020,https://clinicaltrials.gov/show/NCT04600999,No,Results,No,Results,No,Results,2.11.2020,None,
4809,NCT04601090,ClinicalTrials.gov,15.10.2020,16.09.2020,TRUE,Oslo,University,Hospital,Recruiting,Not,Applicable,Observational,Norway,Survival,Rates,and,Longterm,Outcomes,After,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,250,22.09.2020,22.09.2020,https://clinicaltrials.gov/show/NCT04601090,No,Results,No,Results,No,Results,2.11.2020,None
4815,NCT04602351,ClinicalTrials.gov,21.10.2020,1.11.2020,FALSE,NMC,Specialty,Hospital,Not,Recruiting,Not,Applicable,Observational,United,Arab,Emirates,Communication,in,ICU,During,COVID-19,,Other,No,Intervention,No,Intervention,200,30.11.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04602351,No,Results,No,Results,No,Results,2.11.2020,None
4817,NCT04602481,ClinicalTrials.gov,23.10.2020,31.05.2020,TRUE,University,of,Bern,Recruiting,Not,Applicable,Observational,Switzerland,COVID-19,in,People,With,Primary,Ciliary,Dyskinesia,,Clinical,Presentation,No,Intervention,No,Intervention,1000,31.05.2022,31.05.2025,https://clinicaltrials.gov/show/NCT04602481,No,Results,No,Results,No,Results,2.11.2020,None
4818,NCT04602507,ClinicalTrials.gov,22.10.2020,1.10.2020,TRUE,CES,University,Not,Recruiting,Phase,2,Interventional,Colombia,Ivermectin,in,Adults,With,Severe,COVID-19.,,Drug,Ivermectin,Ivermectin,100,21.02.2020,21.02.2020,https://clinicaltrials.gov/show/NCT04602507,No,Results,No,Results,No,Results,2.11.2020,None,,,,
4823,NCT04603079,ClinicalTrials.gov,19.10.2020,1.11.2020,FALSE,Forman,Christian,College,Not,Recruiting,Not,Applicable,Interventional,No,Country,Given,Nurse,Leadership,for,Hospital,Infection,Control,,Health,System,Other,Other,200,1.02.2021,1.03.2021,https://clinicaltrials.gov/show/NCT04603079,No,Results,No,Results,No,Results,2.11.2020,None
4916,DRKS00021306,German,Clinical,Trials,Register,14.04.2020,31.03.2020,TRUE,University,Hospital,,Bonn,Not,Recruiting,Not,Applicable,Observational,Germany,Covid-19,Case-Cluster-Study,,Clinical,Presentation,(Epidemiology),No,Intervention,No,Intervention,1400,Not,Available,9.04.2020,http://www.drks.de/DRKS00021306,Pre-Print,Article,2.06.2020,https://doi.org/10.1101/2020.05.04.20090076,2.11.2020,None
4979,DRKS00023171,German,Clinical,Trials,Register,26.10.2020,2.11.2020,FALSE,BKK,Verkehrsbau,Union,GmbH,Not,Recruiting,Not,Applicable,Interventional,Germany,Virtual,Assisted,Living,,Other,Other,Other,207,Not,Available,Not,Available,http://www.drks.de/DRKS00023171,No,Results,No,Results,No,Results,2.11.2020,None
5044,CTRI/2020/04/024697,CTRI,17.04.2020,17.04.2020,FALSE,Caring,Mahajan,Imaging,Not,Recruiting,Not,Applicable,Observational,India,COVID-19,Data-bank,Project,,Clinical,Presentation,No,Intervention,No,Intervention,100000,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42835,No,Results,No,Results,No,Results,4.11.2020,None,
5051,CTRI/2020/04/024806,CTRI,22.04.2020,26.04.2020,FALSE,All,India,Institute,of,Medical,Sciences,Recruiting,Phase,2,Interventional,India,Imatinib,in,COVID-19,infection,,Drug,Imatinib,Imatinib,100,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42843,No,Results,No,Results,No,Results,4.11.2020,None,
5056,CTRI/2020/04/024833,CTRI,24.04.2020,1.05.2020,FALSE,Dr.,Narayanan,Parameswaran,Not,Recruiting,Not,Applicable,Interventional,India,BCG-Denmark,versus,no-BCG,for,COVID,19,prevention,,ATMP,Vaccine,Vaccine,1826,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43105,No,Results,No,Results,No,Results,4.11.2020,None
5070,CTRI/2020/05/024959,CTRI,1.05.2020,1.05.2020,FALSE,Biocon,Limited,Not,Recruiting,Phase,2,Interventional,India,Efficacy,and,Safety,of,Itolizumab,in,COVID-19,Complications,,Drug,Itolizumab,Itolizumab,30,Not,Available,7.07.2020,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42878,No,Results,No,Results,No,Results,4.11.2020,None,
5113,CTRI/2020/05/025216,CTRI,16.05.2020,26.05.2020,FALSE,Rohit,Walia,Not,Recruiting,Not,Applicable,Observational,India,HCQ,POCKET,ECG,Ambulatory,Telemetry,,Study,,Drug,(Chemoprophylaxis),Hydroxychloroquine,Hydroxychloroquine,30,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43755,No,Results,No,Results,No,Results,4.11.2020,None
5115,CTRI/2020/05/025217,CTRI,17.05.2020,29.05.2020,FALSE,Dr.,Bhawna,Sirohi,Recruiting,Not,Applicable,Observational,India,COVID-19,and,cancer,chemotherapy,,Clinical,Presentation,No,Intervention,No,Intervention,200,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43015,No,Results,No,Results,No,Results,4.11.2020,None,
5139,CTRI/2020/05/025299,CTRI,21.05.2020,1.06.2020,FALSE,Wockhardt,Ltd,Not,Recruiting,Phase,2,Interventional,India,Convalescent,Plasma,treatment,trial,in,COVID,19,patients,,ATMP,Plasma,Plasma,20,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43752,No,Results,No,Results,No,Results,4.11.2020,None
5197,CTRI/2020/06/025613,CTRI,4.06.2020,15.06.2020,FALSE,Rohit,Walia,Not,Recruiting,Phase,4,Interventional,India,Melatonin,Immune,Boost,COVID,19,Study,,Drug,Melatonin,Melatonin,200,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44346,No,Results,No,Results,No,Results,4.11.2020,None,,
5231,CTRI/2020/06/025852,CTRI,12.06.2020,14.06.2020,FALSE,Intramural,Not,Recruiting,Phase,1/Phase,2,Interventional,India,RNB,in,UPUMS,SAIFAI,,Traditional,Medicine,(Drug),Traditional,Medicine,Traditional,Medicine,20,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44204,No,Results,No,Results,No,Results,4.11.2020,None
5234,CTRI/2020/06/025854,CTRI,13.06.2020,25.06.2020,FALSE,Indian,Council,of,Medical,Research,Not,Recruiting,Not,Applicable,Interventional,India,BCG,vaccination,against,COVID-19,,ATMP,Vaccine,Vaccine,1450,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44078,No,Results,No,Results,No,Results,4.11.2020,None,
5240,CTRI/2020/06/025862,CTRI,14.06.2020,13.06.2020,TRUE,No,Sponsor,Name,Given,Recruiting,Phase,1,Interventional,India,Low,Dose,Radiation,Therapy,for,COVID-19,,Other,Radiation,Radiation,10,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43858,No,Results,No,Results,No,Results,4.11.2020,None,
5248,CTRI/2020/06/026000,CTRI,21.06.2020,26.06.2020,FALSE,Seth,GS,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,CTRI/2020/06/026001,CTRI,21.06.2020,25.06.2020,FALSE,All,India,Institute,of,Medical,Sciences,Recruiting,Phase,2/Phase,3,Interventional,India,Ivermectin,in,COVID,,Drug,Ivermectin,Ivermectin,120,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44196,No,Results,No,Results,No,Results,4.11.2020,None,
5258,CTRI/2020/06/026047,CTRI,23.06.2020,1.07.2020,FALSE,Swet,Nisha,Not,Recruiting,Not,Applicable,Observational,India,Dental,education,and,coronavirus,,Other,No,Intervention,No,Intervention,25,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44913,No,Results,No,Results,No,Results,4.11.2020,None,,
5261,CTRI/2020/06/026123,CTRI,24.06.2020,25.06.2020,FALSE,Dr.,Sushant,Meshram,Not,Recruiting,Phase,2,Interventional,India,Plasma,therapy,in,corona,patients(Severe,COVID-19).,,ATMP,Plasma,Plasma,472,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44667,No,Results,No,Results,No,Results,4.11.2020,None,
5268,CTRI/2020/06/026152,CTRI,26.06.2020,26.06.2020,FALSE,Seth,GS,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,CTRI/2020/06/026232,CTRI,29.06.2020,10.07.2020,FALSE,DVFM,Not,Recruiting,Phase,3,Interventional,India,Ivermectin,in,the,prevention,of,covid-19,,Drug,Ivermectin,Ivermectin,50,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45156,No,Results,No,Results,No,Results,4.11.2020,None,,,
5290,CTRI/2020/06/026256,CTRI,30.06.2020,10.07.2020,FALSE,Topiwala,National,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,CTRI/2020/07/026339,CTRI,2.07.2020,15.07.2020,FALSE,Tata,Memorial,Centre,Recruiting,Not,Applicable,Observational,India,Understanding,COVID,and,cancer,,Clinical,Presentation,No,Intervention,No,Intervention,1000,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44951,No,Results,No,Results,No,Results,4.11.2020,None,
5366,CTRI/2020/07/026671,CTRI,18.07.2020,27.07.2020,FALSE,Bisleri,Charitable,Trust,Not,Recruiting,Not,Applicable,Interventional,India,Ozone,Therapy,for,Covid,19,patients,,Drug,Ozone,Ozone,10,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45728,No,Results,No,Results,No,Results,4.11.2020,None,
5375,CTRI/2020/07/026700,CTRI,20.07.2020,27.07.2020,FALSE,Ayurved,Rasayani,Not,Recruiting,Not,Applicable,Interventional,India,Ayurvedic,Rasayana,therapies,,Traditional,Medicine,(Drug),Traditional,Medicine,Traditional,Medicine,200,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45207,No,Results,No,Results,No,Results,4.11.2020,None,
5386,CTRI/2020/07/026791,CTRI,25.07.2020,1.08.2020,FALSE,Dr.,Deepti,Siddharthan,Recruiting,Phase,2/Phase,3,Interventional,India,Statin,and,Aspirin,in,SARS-CoV-2,infection,,Drug,Atorvostatin,,Aspirin,Atorvostatin,,,,,,,,,,,,,
5401,CTRI/2020/07/026834,CTRI,27.07.2020,7.08.2020,FALSE,Director,Not,Recruiting,Not,Applicable,Interventional,India,REaCHing,to,you,with,listening,ears,,,,,,,,,,,,,,,,,,,,,
5419,CTRI/2020/08/026956,CTRI,1.08.2020,10.08.2020,FALSE,Principal,Investigator,Not,Recruiting,Not,Applicable,Observational,India,Telemedicine,effectiveness,during,COVID-19,,Telehealth,Telehealth,Telehealth,463,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46136,No,Results,No,Results,No,Results,4.11.2020,None,,,,
5465,CTRI/2020/08/027109,CTRI,13.08.2020,21.08.2020,FALSE,Staidson,(Beijing),Biopharmaceuticals,Co.,,Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,CTRI/2020/08/027110,CTRI,13.08.2020,22.08.2020,FALSE,Vardhman,Mahavir,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,CTRI/2020/08/027226,CTRI,18.08.2020,28.08.2020,FALSE,Jai,Prakash,Agarwal,Recruiting,Not,Applicable,Observational,India,Study,of,Radiotherapy,practice,during,Corona,Pandemic,,Other,Radiation,Radiation,2500,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46685,No,Results,No,Results,No,Results,4.11.2020,None,
5514,CTRI/2020/08/027403,CTRI,26.08.2020,7.09.2020,FALSE,Maulana,Azad,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,CTRI/2020/08/027490,CTRI,31.08.2020,10.09.2020,FALSE,University,of,Liverpool,Not,Recruiting,Not,Applicable,Observational,India,Neurological,manifestations,of,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,200,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47009,No,Results,No,Results,No,Results,4.11.2020,None
5544,CTRI/2020/09/027560,CTRI,2.09.2020,15.09.2020,FALSE,Dr.,Kalyan,Banerjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,CTRI/2020/09/027562,CTRI,3.09.2020,1.10.2020,FALSE,Maulana,Azad,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,CTRI/2020/09/027782,CTRI,14.09.2020,23.09.2020,FALSE,Dr.,Aalap,Prajapati,Not,Recruiting,Not,Applicable,Observational,India,Dental,practices,in,COVID-19,,Health,System,No,Intervention,No,Intervention,1600,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47085,No,Results,No,Results,No,Results,4.11.2020,None
5646,CTRI/2020/10/028360,CTRI,12.10.2020,19.10.2020,FALSE,Seth,GS,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,CTRI/2020/10/028523,CTRI,21.10.2020,30.10.2020,FALSE,Parumkhswami,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,CTRI/2020/10/028567,CTRI,22.10.2020,1.11.2020,FALSE,Seth,GS,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,CTRI/2020/10/028539,CTRI,22.10.2020,28.10.2020,FALSE,Maulana,Azad,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,CTRI/2020/10/028657,CTRI,27.10.2020,30.10.2020,FALSE,Department,of,pharmacology,Not,Recruiting,Not,Applicable,Observational,India,Remdesivir,effect,in,the,treatment,of,corona,,Drug,Remdesivir,Remdesivir,275,Not,Available,Not,Available,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47817,No,Results,No,Results,No,Results,4.11.2020,None
5703,JPRN-jRCTs051200049,JPRN,26.08.2020,1.09.2020,FALSE,Iwahori,Kota,Recruiting,Phase,2,Interventional,Japan,Therapeutic,drug,development,program,for,COVID-19,,Drug,Demethylchlortetracycline,+,Favipiravir,Demethylchlortetracycline,,,,,,,,,,,,,,,
5705,JPRN-jRCTs061200002,JPRN,20.05.2020,20.05.2020,FALSE,Eiki,Ichihara,Recruiting,Phase,2,Interventional,Japan,Teprenone,for,preventing,aggravation,of,COVID-19,,Drug,Teprenone,Teprenone,100,Not,Available,Not,Available,https://jrct.niph.go.jp/latest-detail/jRCTs061200002,No,Results,No,Results,No,Results,4.11.2020,None,,,
5723,PACTR202004801273802,PACTR,2.04.2020,20.04.2020,FALSE,Lagos,State,Government,Recruiting,Phase,3,Interventional,Nigeria,Lagos,COVID-19,Chloroquine,Treatment,Trial,(LACCTT),,Drug,Chloroquine,vs.,Hydroxychloroquine,Chloroquine,,,,,,,,,,,,,,
5729,PACTR202009786901147,PACTR,7.05.2020,1.10.2020,FALSE,Dr.,William,Schilling,Not,Recruiting,Phase,3,Interventional,Kenya,Hydroxychloroquine,for,prevention,of,COVID-19,,Drug,(Chemoprophylaxis),Hydroxychloroquine,Hydroxychloroquine,1600,Not,Available,30.04.2022,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=11019,No,Results,No,Results,No,Results,4.11.2020,None,,
5734,PACTR202006899597082,PACTR,29.05.2020,29.04.2020,TRUE,Malagasy,Government,Not,Recruiting,Phase,2,Interventional,Madagascar,Efficacy,of,a,new,COVID-19,treatment,,Drug,Artesunate,vs.,Artesunate,+,Vitamin,C,Artesunate,,,,,,,,,,,
5740,PACTR202006760881890,PACTR,23.06.2020,1.08.2020,FALSE,Lagos,State,Government,Recruiting,Phase,2,Interventional,Nigeria,Lagos,Covid-19,Convalescent,Plasma,Trial,(LACCPT),,ATMP,Plasma,Plasma,100,Not,Available,30.09.2020,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12168,No,Results,No,Results,No,Results,4.11.2020,None,,,
5744,PACTR202007700757139,PACTR,7.07.2020,13.07.2020,FALSE,Cytel,Inc,Not,Recruiting,Phase,2,Interventional,South,Africa,TOGETHER,3,Trial.,COVID-19,,Drug,Lopinavir/ritonavir,vs.,Vitamin,C,Lopinavir/ritonavir,,,,,,,,,,,,,,
5746,PACTR202008855701534,PACTR,5.08.2020,21.09.2020,FALSE,Obafemi,Awolowo,University,Not,Recruiting,Phase,2,Interventional,Nigeria,The,Nitazoxanide,Plus,Atazanavir,for,COVID-19,Study,,Drug,Nitazoxanide,and,Atazanavir/ritonavir,Nitazoxanide,,,,,,,,,,,,
